ID,Income.Group
45011,<=50K
45012,<=50K
45013,<=50K
45014,<=50K
45015,>50K
45016,<=50K
45017,<=50K
45018,>50K
45019,<=50K
45020,>50K
45021,<=50K
45022,>50K
45023,<=50K
45024,<=50K
45025,<=50K
45026,<=50K
45027,>50K
45028,<=50K
45029,<=50K
45030,<=50K
45031,>50K
45032,<=50K
45033,<=50K
45034,<=50K
45035,<=50K
45036,>50K
45037,<=50K
45038,<=50K
45039,<=50K
45040,<=50K
45041,<=50K
45042,<=50K
45043,>50K
45044,<=50K
45045,<=50K
45046,<=50K
45047,>50K
45048,>50K
45049,>50K
45050,<=50K
45051,<=50K
45052,<=50K
45053,<=50K
45054,>50K
45055,>50K
45056,>50K
45057,>50K
45058,<=50K
45059,<=50K
45060,>50K
45061,<=50K
45062,<=50K
45063,<=50K
45064,<=50K
45065,<=50K
45066,<=50K
45067,<=50K
45068,<=50K
45069,<=50K
45070,<=50K
45071,<=50K
45072,<=50K
45073,<=50K
45074,<=50K
45075,>50K
45076,<=50K
45077,<=50K
45078,<=50K
45079,<=50K
45080,>50K
45081,<=50K
45082,<=50K
45083,<=50K
45084,>50K
45085,<=50K
45086,<=50K
45087,<=50K
45088,<=50K
45089,<=50K
45090,>50K
45091,<=50K
45092,<=50K
45093,<=50K
45094,<=50K
45095,<=50K
45096,>50K
45097,<=50K
45098,<=50K
45099,<=50K
45100,<=50K
45101,>50K
45102,>50K
45103,<=50K
45104,<=50K
45105,<=50K
45106,<=50K
45107,<=50K
45108,<=50K
45109,>50K
45110,<=50K
45111,<=50K
45112,>50K
45113,<=50K
45114,<=50K
45115,<=50K
45116,<=50K
45117,<=50K
45118,<=50K
45119,<=50K
45120,<=50K
45121,>50K
45122,<=50K
45123,<=50K
45124,<=50K
45125,<=50K
45126,<=50K
45127,>50K
45128,<=50K
45129,<=50K
45130,<=50K
45131,<=50K
45132,>50K
45133,<=50K
45134,<=50K
45135,<=50K
45136,<=50K
45137,<=50K
45138,<=50K
45139,<=50K
45140,<=50K
45141,<=50K
45142,<=50K
45143,<=50K
45144,<=50K
45145,<=50K
45146,<=50K
45147,<=50K
45148,<=50K
45149,<=50K
45150,<=50K
45151,<=50K
45152,<=50K
45153,<=50K
45154,<=50K
45155,<=50K
45156,<=50K
45157,<=50K
45158,>50K
45159,<=50K
45160,<=50K
45161,<=50K
45162,>50K
45163,<=50K
45164,<=50K
45165,<=50K
45166,<=50K
45167,<=50K
45168,<=50K
45169,<=50K
45170,<=50K
45171,>50K
45172,<=50K
45173,<=50K
45174,<=50K
45175,<=50K
45176,<=50K
45177,<=50K
45178,<=50K
45179,>50K
45180,<=50K
45181,<=50K
45182,<=50K
45183,>50K
45184,>50K
45185,>50K
45186,<=50K
45187,<=50K
45188,<=50K
45189,<=50K
45190,<=50K
45191,>50K
45192,<=50K
45193,<=50K
45194,>50K
45195,<=50K
45196,<=50K
45197,<=50K
45198,<=50K
45199,>50K
45200,<=50K
45201,<=50K
45202,<=50K
45203,<=50K
45204,>50K
45205,<=50K
45206,<=50K
45207,<=50K
45208,<=50K
45209,<=50K
45210,<=50K
45211,<=50K
45212,>50K
45213,<=50K
45214,>50K
45215,<=50K
45216,<=50K
45217,<=50K
45218,<=50K
45219,<=50K
45220,<=50K
45221,<=50K
45222,<=50K
45223,<=50K
45224,<=50K
45225,>50K
45226,<=50K
45227,<=50K
45228,>50K
45229,<=50K
45230,<=50K
45231,<=50K
45232,<=50K
45233,<=50K
45234,<=50K
45235,>50K
45236,<=50K
45237,<=50K
45238,<=50K
45239,>50K
45240,<=50K
45241,<=50K
45242,<=50K
45243,<=50K
45244,<=50K
45245,>50K
45246,>50K
45247,<=50K
45248,<=50K
45249,>50K
45250,<=50K
45251,<=50K
45252,<=50K
45253,<=50K
45254,>50K
45255,<=50K
45256,<=50K
45257,<=50K
45258,<=50K
45259,<=50K
45260,<=50K
45261,<=50K
45262,<=50K
45263,<=50K
45264,<=50K
45265,>50K
45266,<=50K
45267,<=50K
45268,<=50K
45269,<=50K
45270,<=50K
45271,<=50K
45272,<=50K
45273,>50K
45274,<=50K
45275,>50K
45276,<=50K
45277,<=50K
45278,<=50K
45279,<=50K
45280,<=50K
45281,>50K
45282,<=50K
45283,<=50K
45284,>50K
45285,>50K
45286,<=50K
45287,<=50K
45288,<=50K
45289,<=50K
45290,<=50K
45291,>50K
45292,>50K
45293,<=50K
45294,<=50K
45295,<=50K
45296,<=50K
45297,<=50K
45298,<=50K
45299,<=50K
45300,<=50K
45301,<=50K
45302,<=50K
45303,<=50K
45304,<=50K
45305,<=50K
45306,>50K
45307,<=50K
45308,<=50K
45309,>50K
45310,<=50K
45311,<=50K
45312,<=50K
45313,<=50K
45314,<=50K
45315,<=50K
45316,<=50K
45317,<=50K
45318,<=50K
45319,<=50K
45320,<=50K
45321,<=50K
45322,>50K
45323,<=50K
45324,<=50K
45325,<=50K
45326,>50K
45327,<=50K
45328,>50K
45329,<=50K
45330,<=50K
45331,<=50K
45332,<=50K
45333,>50K
45334,<=50K
45335,<=50K
45336,<=50K
45337,<=50K
45338,>50K
45339,<=50K
45340,<=50K
45341,<=50K
45342,>50K
45343,<=50K
45344,<=50K
45345,>50K
45346,<=50K
45347,<=50K
45348,<=50K
45349,<=50K
45350,<=50K
45351,<=50K
45352,<=50K
45353,<=50K
45354,<=50K
45355,<=50K
45356,<=50K
45357,<=50K
45358,<=50K
45359,>50K
45360,<=50K
45361,<=50K
45362,<=50K
45363,<=50K
45364,<=50K
45365,<=50K
45366,<=50K
45367,>50K
45368,<=50K
45369,<=50K
45370,<=50K
45371,<=50K
45372,>50K
45373,<=50K
45374,<=50K
45375,<=50K
45376,<=50K
45377,<=50K
45378,>50K
45379,<=50K
45380,>50K
45381,<=50K
45382,<=50K
45383,>50K
45384,<=50K
45385,>50K
45386,<=50K
45387,<=50K
45388,<=50K
45389,<=50K
45390,<=50K
45391,<=50K
45392,<=50K
45393,>50K
45394,>50K
45395,<=50K
45396,<=50K
45397,<=50K
45398,<=50K
45399,<=50K
45400,<=50K
45401,<=50K
45402,<=50K
45403,>50K
45404,<=50K
45405,>50K
45406,<=50K
45407,<=50K
45408,<=50K
45409,<=50K
45410,<=50K
45411,<=50K
45412,<=50K
45413,<=50K
45414,>50K
45415,<=50K
45416,<=50K
45417,<=50K
45418,<=50K
45419,<=50K
45420,<=50K
45421,<=50K
45422,<=50K
45423,<=50K
45424,<=50K
45425,<=50K
45426,>50K
45427,<=50K
45428,<=50K
45429,<=50K
45430,<=50K
45431,<=50K
45432,<=50K
45433,>50K
45434,<=50K
45435,<=50K
45436,<=50K
45437,<=50K
45438,<=50K
45439,<=50K
45440,<=50K
45441,<=50K
45442,<=50K
45443,<=50K
45444,<=50K
45445,<=50K
45446,>50K
45447,<=50K
45448,<=50K
45449,<=50K
45450,<=50K
45451,<=50K
45452,<=50K
45453,<=50K
45454,>50K
45455,<=50K
45456,<=50K
45457,>50K
45458,<=50K
45459,<=50K
45460,>50K
45461,>50K
45462,<=50K
45463,>50K
45464,<=50K
45465,<=50K
45466,<=50K
45467,<=50K
45468,<=50K
45469,<=50K
45470,<=50K
45471,>50K
45472,<=50K
45473,<=50K
45474,<=50K
45475,<=50K
45476,<=50K
45477,<=50K
45478,<=50K
45479,<=50K
45480,<=50K
45481,<=50K
45482,<=50K
45483,<=50K
45484,<=50K
45485,<=50K
45486,>50K
45487,<=50K
45488,<=50K
45489,<=50K
45490,<=50K
45491,<=50K
45492,>50K
45493,<=50K
45494,<=50K
45495,>50K
45496,<=50K
45497,<=50K
45498,<=50K
45499,>50K
45500,<=50K
45501,>50K
45502,>50K
45503,<=50K
45504,<=50K
45505,<=50K
45506,>50K
45507,<=50K
45508,<=50K
45509,<=50K
45510,<=50K
45511,<=50K
45512,<=50K
45513,<=50K
45514,<=50K
45515,<=50K
45516,<=50K
45517,<=50K
45518,>50K
45519,<=50K
45520,<=50K
45521,<=50K
45522,<=50K
45523,<=50K
45524,>50K
45525,<=50K
45526,<=50K
45527,<=50K
45528,<=50K
45529,<=50K
45530,>50K
45531,<=50K
45532,<=50K
45533,<=50K
45534,<=50K
45535,<=50K
45536,<=50K
45537,<=50K
45538,<=50K
45539,<=50K
45540,<=50K
45541,<=50K
45542,<=50K
45543,>50K
45544,>50K
45545,<=50K
45546,<=50K
45547,>50K
45548,<=50K
45549,<=50K
45550,<=50K
45551,<=50K
45552,<=50K
45553,<=50K
45554,<=50K
45555,<=50K
45556,<=50K
45557,>50K
45558,<=50K
45559,<=50K
45560,<=50K
45561,<=50K
45562,>50K
45563,<=50K
45564,<=50K
45565,<=50K
45566,<=50K
45567,>50K
45568,<=50K
45569,>50K
45570,<=50K
45571,<=50K
45572,<=50K
45573,<=50K
45574,>50K
45575,>50K
45576,<=50K
45577,<=50K
45578,<=50K
45579,<=50K
45580,<=50K
45581,>50K
45582,<=50K
45583,<=50K
45584,<=50K
45585,>50K
45586,<=50K
45587,<=50K
45588,>50K
45589,<=50K
45590,>50K
45591,<=50K
45592,<=50K
45593,<=50K
45594,<=50K
45595,>50K
45596,>50K
45597,<=50K
45598,<=50K
45599,<=50K
45600,<=50K
45601,>50K
45602,<=50K
45603,<=50K
45604,<=50K
45605,>50K
45606,<=50K
45607,<=50K
45608,<=50K
45609,<=50K
45610,<=50K
45611,<=50K
45612,>50K
45613,<=50K
45614,<=50K
45615,<=50K
45616,<=50K
45617,<=50K
45618,<=50K
45619,<=50K
45620,<=50K
45621,<=50K
45622,<=50K
45623,>50K
45624,<=50K
45625,<=50K
45626,<=50K
45627,<=50K
45628,>50K
45629,<=50K
45630,<=50K
45631,>50K
45632,>50K
45633,<=50K
45634,<=50K
45635,<=50K
45636,>50K
45637,>50K
45638,<=50K
45639,>50K
45640,<=50K
45641,<=50K
45642,<=50K
45643,<=50K
45644,<=50K
45645,<=50K
45646,<=50K
45647,>50K
45648,<=50K
45649,<=50K
45650,<=50K
45651,>50K
45652,<=50K
45653,<=50K
45654,<=50K
45655,<=50K
45656,<=50K
45657,<=50K
45658,<=50K
45659,>50K
45660,<=50K
45661,<=50K
45662,<=50K
45663,<=50K
45664,>50K
45665,<=50K
45666,<=50K
45667,>50K
45668,<=50K
45669,<=50K
45670,<=50K
45671,<=50K
45672,<=50K
45673,<=50K
45674,<=50K
45675,<=50K
45676,<=50K
45677,<=50K
45678,>50K
45679,<=50K
45680,>50K
45681,<=50K
45682,<=50K
45683,<=50K
45684,<=50K
45685,<=50K
45686,<=50K
45687,<=50K
45688,<=50K
45689,<=50K
45690,<=50K
45691,<=50K
45692,<=50K
45693,<=50K
45694,<=50K
45695,<=50K
45696,<=50K
45697,<=50K
45698,<=50K
45699,>50K
45700,<=50K
45701,>50K
45702,<=50K
45703,<=50K
45704,<=50K
45705,<=50K
45706,<=50K
45707,>50K
45708,<=50K
45709,<=50K
45710,>50K
45711,>50K
45712,>50K
45713,<=50K
45714,<=50K
45715,<=50K
45716,<=50K
45717,<=50K
45718,<=50K
45719,<=50K
45720,<=50K
45721,<=50K
45722,<=50K
45723,<=50K
45724,>50K
45725,<=50K
45726,<=50K
45727,>50K
45728,<=50K
45729,<=50K
45730,<=50K
45731,<=50K
45732,>50K
45733,<=50K
45734,<=50K
45735,<=50K
45736,<=50K
45737,>50K
45738,>50K
45739,<=50K
45740,>50K
45741,<=50K
45742,<=50K
45743,<=50K
45744,<=50K
45745,<=50K
45746,<=50K
45747,>50K
45748,<=50K
45749,<=50K
45750,<=50K
45751,<=50K
45752,<=50K
45753,>50K
45754,<=50K
45755,<=50K
45756,<=50K
45757,<=50K
45758,<=50K
45759,<=50K
45760,<=50K
45761,<=50K
45762,<=50K
45763,<=50K
45764,<=50K
45765,<=50K
45766,<=50K
45767,<=50K
45768,>50K
45769,<=50K
45770,<=50K
45771,<=50K
45772,<=50K
45773,<=50K
45774,<=50K
45775,<=50K
45776,<=50K
45777,<=50K
45778,<=50K
45779,<=50K
45780,<=50K
45781,<=50K
45782,<=50K
45783,<=50K
45784,<=50K
45785,<=50K
45786,<=50K
45787,<=50K
45788,<=50K
45789,>50K
45790,<=50K
45791,<=50K
45792,<=50K
45793,>50K
45794,<=50K
45795,<=50K
45796,<=50K
45797,<=50K
45798,<=50K
45799,<=50K
45800,<=50K
45801,<=50K
45802,<=50K
45803,<=50K
45804,<=50K
45805,<=50K
45806,<=50K
45807,<=50K
45808,<=50K
45809,<=50K
45810,<=50K
45811,>50K
45812,<=50K
45813,>50K
45814,<=50K
45815,<=50K
45816,>50K
45817,>50K
45818,<=50K
45819,>50K
45820,<=50K
45821,<=50K
45822,>50K
45823,<=50K
45824,<=50K
45825,<=50K
45826,<=50K
45827,<=50K
45828,>50K
45829,>50K
45830,>50K
45831,<=50K
45832,<=50K
45833,<=50K
45834,<=50K
45835,<=50K
45836,>50K
45837,<=50K
45838,>50K
45839,>50K
45840,<=50K
45841,<=50K
45842,<=50K
45843,<=50K
45844,>50K
45845,<=50K
45846,>50K
45847,<=50K
45848,<=50K
45849,<=50K
45850,<=50K
45851,<=50K
45852,<=50K
45853,<=50K
45854,<=50K
45855,>50K
45856,>50K
45857,<=50K
45858,<=50K
45859,<=50K
45860,<=50K
45861,<=50K
45862,<=50K
45863,>50K
45864,>50K
45865,>50K
45866,<=50K
45867,>50K
45868,<=50K
45869,<=50K
45870,<=50K
45871,<=50K
45872,>50K
45873,<=50K
45874,<=50K
45875,<=50K
45876,<=50K
45877,<=50K
45878,>50K
45879,<=50K
45880,>50K
45881,<=50K
45882,<=50K
45883,<=50K
45884,<=50K
45885,>50K
45886,<=50K
45887,<=50K
45888,<=50K
45889,<=50K
45890,>50K
45891,<=50K
45892,>50K
45893,<=50K
45894,<=50K
45895,<=50K
45896,<=50K
45897,<=50K
45898,<=50K
45899,<=50K
45900,<=50K
45901,<=50K
45902,<=50K
45903,<=50K
45904,<=50K
45905,<=50K
45906,<=50K
45907,<=50K
45908,<=50K
45909,<=50K
45910,<=50K
45911,<=50K
45912,<=50K
45913,>50K
45914,<=50K
45915,<=50K
45916,<=50K
45917,<=50K
45918,>50K
45919,<=50K
45920,<=50K
45921,<=50K
45922,>50K
45923,<=50K
45924,<=50K
45925,<=50K
45926,<=50K
45927,<=50K
45928,<=50K
45929,<=50K
45930,>50K
45931,<=50K
45932,<=50K
45933,<=50K
45934,<=50K
45935,<=50K
45936,>50K
45937,>50K
45938,<=50K
45939,<=50K
45940,<=50K
45941,<=50K
45942,<=50K
45943,<=50K
45944,>50K
45945,<=50K
45946,>50K
45947,<=50K
45948,>50K
45949,<=50K
45950,<=50K
45951,<=50K
45952,<=50K
45953,<=50K
45954,<=50K
45955,<=50K
45956,<=50K
45957,<=50K
45958,<=50K
45959,<=50K
45960,<=50K
45961,<=50K
45962,<=50K
45963,<=50K
45964,>50K
45965,<=50K
45966,<=50K
45967,<=50K
45968,<=50K
45969,<=50K
45970,>50K
45971,>50K
45972,<=50K
45973,<=50K
45974,<=50K
45975,<=50K
45976,<=50K
45977,<=50K
45978,<=50K
45979,<=50K
45980,<=50K
45981,>50K
45982,>50K
45983,>50K
45984,<=50K
45985,<=50K
45986,<=50K
45987,>50K
45988,>50K
45989,<=50K
45990,<=50K
45991,<=50K
45992,<=50K
45993,<=50K
45994,<=50K
45995,<=50K
45996,<=50K
45997,<=50K
45998,<=50K
45999,<=50K
46000,<=50K
46001,<=50K
46002,>50K
46003,>50K
46004,<=50K
46005,<=50K
46006,>50K
46007,<=50K
46008,<=50K
46009,<=50K
46010,<=50K
46011,<=50K
46012,<=50K
46013,>50K
46014,<=50K
46015,<=50K
46016,<=50K
46017,>50K
46018,<=50K
46019,<=50K
46020,<=50K
46021,<=50K
46022,<=50K
46023,>50K
46024,>50K
46025,<=50K
46026,>50K
46027,<=50K
46028,<=50K
46029,<=50K
46030,<=50K
46031,<=50K
46032,<=50K
46033,<=50K
46034,<=50K
46035,<=50K
46036,<=50K
46037,>50K
46038,<=50K
46039,<=50K
46040,<=50K
46041,<=50K
46042,<=50K
46043,<=50K
46044,<=50K
46045,<=50K
46046,<=50K
46047,<=50K
46048,<=50K
46049,<=50K
46050,<=50K
46051,<=50K
46052,<=50K
46053,<=50K
46054,<=50K
46055,<=50K
46056,>50K
46057,<=50K
46058,<=50K
46059,<=50K
46060,<=50K
46061,<=50K
46062,<=50K
46063,<=50K
46064,<=50K
46065,<=50K
46066,>50K
46067,<=50K
46068,<=50K
46069,<=50K
46070,<=50K
46071,<=50K
46072,<=50K
46073,<=50K
46074,<=50K
46075,<=50K
46076,<=50K
46077,<=50K
46078,<=50K
46079,<=50K
46080,<=50K
46081,<=50K
46082,<=50K
46083,<=50K
46084,<=50K
46085,<=50K
46086,<=50K
46087,<=50K
46088,>50K
46089,>50K
46090,<=50K
46091,<=50K
46092,<=50K
46093,<=50K
46094,<=50K
46095,>50K
46096,<=50K
46097,>50K
46098,<=50K
46099,<=50K
46100,>50K
46101,<=50K
46102,>50K
46103,<=50K
46104,<=50K
46105,>50K
46106,<=50K
46107,<=50K
46108,<=50K
46109,<=50K
46110,<=50K
46111,<=50K
46112,<=50K
46113,<=50K
46114,<=50K
46115,<=50K
46116,>50K
46117,>50K
46118,<=50K
46119,<=50K
46120,<=50K
46121,>50K
46122,<=50K
46123,<=50K
46124,<=50K
46125,<=50K
46126,<=50K
46127,<=50K
46128,<=50K
46129,<=50K
46130,>50K
46131,>50K
46132,<=50K
46133,>50K
46134,<=50K
46135,<=50K
46136,>50K
46137,<=50K
46138,<=50K
46139,<=50K
46140,<=50K
46141,>50K
46142,<=50K
46143,>50K
46144,>50K
46145,<=50K
46146,<=50K
46147,<=50K
46148,<=50K
46149,<=50K
46150,<=50K
46151,>50K
46152,<=50K
46153,<=50K
46154,<=50K
46155,<=50K
46156,<=50K
46157,<=50K
46158,<=50K
46159,<=50K
46160,<=50K
46161,<=50K
46162,<=50K
46163,>50K
46164,<=50K
46165,<=50K
46166,<=50K
46167,<=50K
46168,<=50K
46169,<=50K
46170,<=50K
46171,<=50K
46172,<=50K
46173,<=50K
46174,>50K
46175,<=50K
46176,>50K
46177,<=50K
46178,>50K
46179,<=50K
46180,>50K
46181,>50K
46182,<=50K
46183,<=50K
46184,<=50K
46185,<=50K
46186,>50K
46187,<=50K
46188,<=50K
46189,<=50K
46190,<=50K
46191,<=50K
46192,<=50K
46193,>50K
46194,<=50K
46195,<=50K
46196,<=50K
46197,>50K
46198,<=50K
46199,<=50K
46200,>50K
46201,<=50K
46202,<=50K
46203,<=50K
46204,<=50K
46205,<=50K
46206,>50K
46207,<=50K
46208,<=50K
46209,<=50K
46210,<=50K
46211,<=50K
46212,<=50K
46213,<=50K
46214,<=50K
46215,<=50K
46216,<=50K
46217,<=50K
46218,<=50K
46219,<=50K
46220,<=50K
46221,<=50K
46222,<=50K
46223,<=50K
46224,<=50K
46225,>50K
46226,<=50K
46227,>50K
46228,<=50K
46229,<=50K
46230,<=50K
46231,<=50K
46232,>50K
46233,<=50K
46234,>50K
46235,<=50K
46236,<=50K
46237,<=50K
46238,<=50K
46239,<=50K
46240,<=50K
46241,<=50K
46242,>50K
46243,<=50K
46244,<=50K
46245,<=50K
46246,<=50K
46247,<=50K
46248,>50K
46249,>50K
46250,<=50K
46251,<=50K
46252,<=50K
46253,<=50K
46254,<=50K
46255,<=50K
46256,<=50K
46257,<=50K
46258,<=50K
46259,<=50K
46260,>50K
46261,<=50K
46262,<=50K
46263,>50K
46264,<=50K
46265,<=50K
46266,<=50K
46267,<=50K
46268,<=50K
46269,<=50K
46270,<=50K
46271,<=50K
46272,<=50K
46273,<=50K
46274,<=50K
46275,<=50K
46276,<=50K
46277,<=50K
46278,<=50K
46279,>50K
46280,<=50K
46281,<=50K
46282,<=50K
46283,>50K
46284,>50K
46285,<=50K
46286,<=50K
46287,<=50K
46288,<=50K
46289,<=50K
46290,>50K
46291,<=50K
46292,>50K
46293,<=50K
46294,<=50K
46295,<=50K
46296,>50K
46297,<=50K
46298,>50K
46299,<=50K
46300,>50K
46301,<=50K
46302,>50K
46303,<=50K
46304,<=50K
46305,<=50K
46306,<=50K
46307,<=50K
46308,<=50K
46309,>50K
46310,>50K
46311,<=50K
46312,>50K
46313,<=50K
46314,<=50K
46315,>50K
46316,<=50K
46317,<=50K
46318,<=50K
46319,>50K
46320,<=50K
46321,>50K
46322,<=50K
46323,<=50K
46324,<=50K
46325,<=50K
46326,>50K
46327,<=50K
46328,<=50K
46329,>50K
46330,<=50K
46331,<=50K
46332,<=50K
46333,<=50K
46334,>50K
46335,<=50K
46336,<=50K
46337,<=50K
46338,<=50K
46339,<=50K
46340,<=50K
46341,<=50K
46342,<=50K
46343,<=50K
46344,<=50K
46345,<=50K
46346,>50K
46347,<=50K
46348,<=50K
46349,<=50K
46350,<=50K
46351,<=50K
46352,<=50K
46353,<=50K
46354,<=50K
46355,<=50K
46356,<=50K
46357,>50K
46358,<=50K
46359,<=50K
46360,>50K
46361,<=50K
46362,<=50K
46363,<=50K
46364,<=50K
46365,<=50K
46366,<=50K
46367,<=50K
46368,<=50K
46369,<=50K
46370,<=50K
46371,<=50K
46372,<=50K
46373,<=50K
46374,<=50K
46375,<=50K
46376,<=50K
46377,<=50K
46378,<=50K
46379,>50K
46380,<=50K
46381,<=50K
46382,>50K
46383,<=50K
46384,>50K
46385,<=50K
46386,>50K
46387,<=50K
46388,<=50K
46389,>50K
46390,<=50K
46391,<=50K
46392,<=50K
46393,<=50K
46394,>50K
46395,<=50K
46396,<=50K
46397,>50K
46398,<=50K
46399,<=50K
46400,<=50K
46401,>50K
46402,>50K
46403,<=50K
46404,<=50K
46405,>50K
46406,<=50K
46407,<=50K
46408,<=50K
46409,<=50K
46410,<=50K
46411,<=50K
46412,>50K
46413,<=50K
46414,<=50K
46415,<=50K
46416,<=50K
46417,<=50K
46418,<=50K
46419,<=50K
46420,<=50K
46421,>50K
46422,>50K
46423,<=50K
46424,>50K
46425,<=50K
46426,<=50K
46427,<=50K
46428,<=50K
46429,<=50K
46430,>50K
46431,<=50K
46432,<=50K
46433,>50K
46434,<=50K
46435,<=50K
46436,<=50K
46437,<=50K
46438,<=50K
46439,<=50K
46440,<=50K
46441,<=50K
46442,>50K
46443,<=50K
46444,<=50K
46445,<=50K
46446,>50K
46447,<=50K
46448,<=50K
46449,<=50K
46450,>50K
46451,<=50K
46452,<=50K
46453,<=50K
46454,>50K
46455,<=50K
46456,<=50K
46457,<=50K
46458,<=50K
46459,<=50K
46460,<=50K
46461,<=50K
46462,<=50K
46463,<=50K
46464,<=50K
46465,>50K
46466,<=50K
46467,<=50K
46468,<=50K
46469,<=50K
46470,>50K
46471,<=50K
46472,<=50K
46473,<=50K
46474,<=50K
46475,>50K
46476,<=50K
46477,<=50K
46478,<=50K
46479,<=50K
46480,<=50K
46481,<=50K
46482,<=50K
46483,<=50K
46484,<=50K
46485,<=50K
46486,<=50K
46487,<=50K
46488,<=50K
46489,<=50K
46490,<=50K
46491,<=50K
46492,>50K
46493,>50K
46494,<=50K
46495,<=50K
46496,<=50K
46497,<=50K
46498,<=50K
46499,<=50K
46500,<=50K
46501,<=50K
46502,<=50K
46503,<=50K
46504,<=50K
46505,<=50K
46506,<=50K
46507,<=50K
46508,<=50K
46509,<=50K
46510,<=50K
46511,<=50K
46512,<=50K
46513,<=50K
46514,<=50K
46515,<=50K
46516,<=50K
46517,<=50K
46518,<=50K
46519,<=50K
46520,<=50K
46521,<=50K
46522,<=50K
46523,<=50K
46524,<=50K
46525,>50K
46526,<=50K
46527,<=50K
46528,<=50K
46529,<=50K
46530,<=50K
46531,<=50K
46532,<=50K
46533,<=50K
46534,<=50K
46535,<=50K
46536,<=50K
46537,<=50K
46538,<=50K
46539,<=50K
46540,<=50K
46541,<=50K
46542,>50K
46543,<=50K
46544,<=50K
46545,<=50K
46546,<=50K
46547,<=50K
46548,<=50K
46549,<=50K
46550,<=50K
46551,<=50K
46552,<=50K
46553,>50K
46554,>50K
46555,>50K
46556,<=50K
46557,<=50K
46558,>50K
46559,<=50K
46560,<=50K
46561,<=50K
46562,<=50K
46563,<=50K
46564,<=50K
46565,<=50K
46566,<=50K
46567,<=50K
46568,<=50K
46569,<=50K
46570,<=50K
46571,<=50K
46572,<=50K
46573,<=50K
46574,<=50K
46575,<=50K
46576,<=50K
46577,<=50K
46578,<=50K
46579,<=50K
46580,<=50K
46581,<=50K
46582,<=50K
46583,<=50K
46584,<=50K
46585,<=50K
46586,<=50K
46587,<=50K
46588,<=50K
46589,<=50K
46590,<=50K
46591,>50K
46592,<=50K
46593,<=50K
46594,>50K
46595,<=50K
46596,<=50K
46597,<=50K
46598,<=50K
46599,<=50K
46600,<=50K
46601,<=50K
46602,<=50K
46603,>50K
46604,<=50K
46605,<=50K
46606,<=50K
46607,<=50K
46608,<=50K
46609,<=50K
46610,>50K
46611,<=50K
46612,>50K
46613,<=50K
46614,>50K
46615,<=50K
46616,>50K
46617,>50K
46618,>50K
46619,>50K
46620,>50K
46621,>50K
46622,<=50K
46623,<=50K
46624,<=50K
46625,<=50K
46626,<=50K
46627,>50K
46628,<=50K
46629,<=50K
46630,<=50K
46631,<=50K
46632,<=50K
46633,<=50K
46634,<=50K
46635,<=50K
46636,<=50K
46637,<=50K
46638,>50K
46639,<=50K
46640,>50K
46641,<=50K
46642,<=50K
46643,<=50K
46644,>50K
46645,<=50K
46646,<=50K
46647,<=50K
46648,>50K
46649,<=50K
46650,<=50K
46651,<=50K
46652,>50K
46653,<=50K
46654,<=50K
46655,>50K
46656,<=50K
46657,<=50K
46658,<=50K
46659,<=50K
46660,>50K
46661,<=50K
46662,<=50K
46663,>50K
46664,<=50K
46665,>50K
46666,>50K
46667,<=50K
46668,>50K
46669,<=50K
46670,>50K
46671,<=50K
46672,<=50K
46673,<=50K
46674,<=50K
46675,>50K
46676,<=50K
46677,<=50K
46678,>50K
46679,<=50K
46680,<=50K
46681,>50K
46682,>50K
46683,<=50K
46684,<=50K
46685,<=50K
46686,<=50K
46687,<=50K
46688,<=50K
46689,<=50K
46690,>50K
46691,<=50K
46692,<=50K
46693,<=50K
46694,<=50K
46695,<=50K
46696,<=50K
46697,<=50K
46698,<=50K
46699,<=50K
46700,<=50K
46701,>50K
46702,<=50K
46703,<=50K
46704,>50K
46705,>50K
46706,<=50K
46707,<=50K
46708,>50K
46709,<=50K
46710,>50K
46711,<=50K
46712,<=50K
46713,<=50K
46714,<=50K
46715,<=50K
46716,<=50K
46717,<=50K
46718,<=50K
46719,>50K
46720,<=50K
46721,>50K
46722,<=50K
46723,<=50K
46724,<=50K
46725,<=50K
46726,<=50K
46727,<=50K
46728,<=50K
46729,<=50K
46730,<=50K
46731,<=50K
46732,<=50K
46733,<=50K
46734,<=50K
46735,<=50K
46736,>50K
46737,<=50K
46738,<=50K
46739,<=50K
46740,<=50K
46741,>50K
46742,<=50K
46743,>50K
46744,<=50K
46745,<=50K
46746,<=50K
46747,<=50K
46748,>50K
46749,<=50K
46750,>50K
46751,<=50K
46752,<=50K
46753,<=50K
46754,>50K
46755,>50K
46756,<=50K
46757,<=50K
46758,<=50K
46759,<=50K
46760,<=50K
46761,<=50K
46762,<=50K
46763,>50K
46764,<=50K
46765,<=50K
46766,<=50K
46767,<=50K
46768,<=50K
46769,<=50K
46770,<=50K
46771,>50K
46772,<=50K
46773,<=50K
46774,<=50K
46775,<=50K
46776,<=50K
46777,<=50K
46778,<=50K
46779,<=50K
46780,<=50K
46781,<=50K
46782,<=50K
46783,<=50K
46784,<=50K
46785,>50K
46786,<=50K
46787,<=50K
46788,>50K
46789,<=50K
46790,<=50K
46791,>50K
46792,<=50K
46793,<=50K
46794,<=50K
46795,<=50K
46796,<=50K
46797,<=50K
46798,>50K
46799,<=50K
46800,<=50K
46801,<=50K
